file	q	k	size	algo	view	score	description
breast.arff	25	10	5	Just_POIs_FALSE	1	0.0509980711081424	dim5: (40,60] - dim0: (-0.0927,18.5] -  
breast.arff	25	10	5	Just_POIs_FALSE	2	0.0473147476340055	dim32: (-0.1,20] - dim31: (-0.0896,17.9] -  
breast.arff	25	10	5	Just_POIs_FALSE	3	0.0448960947100229	dim0: (-0.1,20] - dim5: (40.8,60.5] -  
breast.arff	25	10	5	Just_POIs_FALSE	4	0.0448960947100229	dim0: (-0.1,20] - dim5: (40.8,60.5] -  
breast.arff	25	10	5	Just_POIs_FALSE	5	0.0448960947100229	dim0: (-0.1,20] - dim5: (40.8,60.5] -  
breast.arff	25	10	5	Just_POIs_FALSE	6	0.0448960947100229	dim0: (-0.1,20] - dim5: (40.8,60.5] -  
breast.arff	25	10	5	Just_POIs_FALSE	7	0.0448960947100229	dim0: (-0.1,20] - dim5: (40.8,60.5] -  
breast.arff	25	10	5	Just_POIs_FALSE	8	0.0448960947100229	dim0: (-0.1,20] - dim5: (40.8,60.5] -  
breast.arff	25	10	5	Just_POIs_FALSE	9	0.0416448848708283	dim5: (40,60] - dim0: (-0.0927,18.5] - dim31: (21.3,38.3] -  
breast.arff	25	10	5	Just_POIs_FALSE	10	0.0416448848708283	dim0: (-0.1,20] - dim5: (40.8,60.5] - dim31: (21.3,38.3] -  
breast.arff	25	10	5	Just_POIs_FALSE	11	0.0416448848708283	dim31: (20,40] - dim0: (-0.0927,18.5] - dim5: (31,48.2] -  
breast.arff	25	10	5	Just_POIs_FALSE	12	0.0416448848708283	dim5: (40,60] - dim0: (-0.0927,18.5] - dim31: (21.3,38.3] -  
breast.arff	25	10	5	Just_POIs_FALSE	13	0.0416448848708283	dim0: (-0.1,20] - dim5: (40.8,60.5] - dim31: (21.3,38.3] -  
breast.arff	25	10	5	Just_POIs_FALSE	14	0.0416448848708283	dim0: (-0.1,20] - dim5: (40.8,60.5] - dim31: (21.3,38.3] -  
breast.arff	25	10	5	Just_POIs_FALSE	15	0.0416448848708283	dim0: (-0.1,20] - dim5: (40.8,60.5] - dim31: (21.3,38.3] -  
