experiment	file	q	beam_size	size_view	dedup	algo	view	key	value
VaryDeduplication	breast.arff	25	100	5	0	Approximative	1	Strength	0.790645551054681
VaryDeduplication	breast.arff	25	100	5	0	Approximative	1	Columns	dim22, dim3, dim31, dim0, dim11
VaryDeduplication	breast.arff	25	100	5	0	Approximative	2	Strength	0.790645551054681
VaryDeduplication	breast.arff	25	100	5	0	Approximative	2	Columns	dim22, dim3, dim31, dim0, dim13
VaryDeduplication	breast.arff	25	100	5	0	Approximative	3	Strength	0.780544540953672
VaryDeduplication	breast.arff	25	100	5	0	Approximative	3	Columns	dim28, dim1, dim9, dim0, dim20
VaryDeduplication	breast.arff	25	100	5	0	Approximative	4	Strength	0.780544540953671
VaryDeduplication	breast.arff	25	100	5	0	Approximative	4	Columns	dim22, dim3, dim13, dim23, dim0
VaryDeduplication	breast.arff	25	100	5	0	Approximative	5	Strength	0.780544540953671
VaryDeduplication	breast.arff	25	100	5	0	Approximative	5	Columns	dim22, dim1, dim28, dim0, dim11
VaryDeduplication	breast.arff	25	100	5	0	Approximative	6	Strength	0.780544540953671
VaryDeduplication	breast.arff	25	100	5	0	Approximative	6	Columns	dim22, dim3, dim31, dim0, dim23
VaryDeduplication	breast.arff	25	100	5	0	Approximative	7	Strength	0.780544540953671
VaryDeduplication	breast.arff	25	100	5	0	Approximative	7	Columns	dim22, dim1, dim28, dim9, dim11
VaryDeduplication	breast.arff	25	100	5	0	Approximative	8	Strength	0.78054454095367
VaryDeduplication	breast.arff	25	100	5	0	Approximative	8	Columns	dim2, dim1, dim28, dim0, dim11
VaryDeduplication	breast.arff	25	100	5	0	Approximative	9	Strength	0.770443530852662
VaryDeduplication	breast.arff	25	100	5	0	Approximative	9	Columns	dim22, dim3, dim21, dim13, dim0
VaryDeduplication	breast.arff	25	100	5	0	Approximative	10	Strength	0.770443530852662
VaryDeduplication	breast.arff	25	100	5	0	Approximative	10	Columns	dim23, dim9, dim28, dim0, dim12
VaryDeduplication	breast.arff	25	100	5	0	Approximative	11	Strength	0.770443530852662
VaryDeduplication	breast.arff	25	100	5	0	Approximative	11	Columns	dim27, dim9, dim28, dim1, dim22
VaryDeduplication	breast.arff	25	100	5	0	Approximative	12	Strength	0.770443530852661
VaryDeduplication	breast.arff	25	100	5	0	Approximative	12	Columns	dim22, dim1, dim3, dim13, dim0
VaryDeduplication	breast.arff	25	100	5	0	Approximative	13	Strength	0.770443530852661
VaryDeduplication	breast.arff	25	100	5	0	Approximative	13	Columns	dim22, dim1, dim28, dim9, dim8
VaryDeduplication	breast.arff	25	100	5	0	Approximative	14	Strength	0.766630967710422
VaryDeduplication	breast.arff	25	100	5	0	Approximative	14	Columns	dim22, dim3, dim31, dim0, dim20
VaryDeduplication	breast.arff	25	100	5	0	Approximative	15	Strength	0.760342520751653
VaryDeduplication	breast.arff	25	100	5	0	Approximative	15	Columns	dim23, dim9, dim28, dim0, dim11
VaryDeduplication	breast.arff	25	100	5	0	Approximative	16	Strength	0.760342520751653
VaryDeduplication	breast.arff	25	100	5	0	Approximative	16	Columns	dim23, dim9, dim28, dim13, dim0
VaryDeduplication	breast.arff	25	100	5	0	Approximative	17	Strength	0.760342520751652
VaryDeduplication	breast.arff	25	100	5	0	Approximative	17	Columns	dim22, dim3, dim23, dim8, dim0
VaryDeduplication	breast.arff	25	100	5	0	Approximative	18	Strength	0.760342520751652
VaryDeduplication	breast.arff	25	100	5	0	Approximative	18	Columns	dim23, dim9, dim28, dim0, dim8
VaryDeduplication	breast.arff	25	100	5	0	Approximative	19	Strength	0.760342520751651
VaryDeduplication	breast.arff	25	100	5	0	Approximative	19	Columns	dim28, dim1, dim9, dim0, dim11
VaryDeduplication	breast.arff	25	100	5	0	Approximative	20	Strength	0.760342520751651
VaryDeduplication	breast.arff	25	100	5	0	Approximative	20	Columns	dim31, dim6, dim21, dim0, dim11
VaryDeduplication	breast.arff	25	100	5	0	Approximative	21	Strength	0.760342520751651
VaryDeduplication	breast.arff	25	100	5	0	Approximative	21	Columns	dim23, dim9, dim28, dim0, dim18
