file	size_view	view	strength	algo	F1_score
breast.arff	3	1	0.668096750516852	NaiveBayes	0.295238095238095
breast.arff	3	2	0.591736066280673	NaiveBayes	0
breast.arff	3	3	0.578326864098581	NaiveBayes	0
breast.arff	3	4	0.654183177273604	NaiveBayes	0.147707231040564
breast.arff	3	5	0.668096750516852	NaiveBayes	0.309722222222222
breast.arff	3	6	0.585447619321905	NaiveBayes	0.305731922398589
breast.arff	3	7	0.408165430810358	NaiveBayes	0
breast.arff	3	8	0.569174766233355	NaiveBayes	0.300617283950617
breast.arff	3	9	0.682010323760103	NaiveBayes	0.505483405483405
breast.arff	3	10	0.613779136869566	NaiveBayes	0.306349206349206
breast.arff	3	11	0.537848844968772	NaiveBayes	0.05
breast.arff	3	12	0.657995740415844	NaiveBayes	0.283862433862434
breast.arff	3	13	0.548856142060103	NaiveBayes	0
breast.arff	3	14	0.692111333861114	NaiveBayes	0
breast.arff	3	15	0.40643325852364	NaiveBayes	0.413194444444444
breast.arff	3	16	0.579422660365249	NaiveBayes	0.104308390022676
breast.arff	3	17	0.457407780715469	NaiveBayes	0.313378684807256
breast.arff	3	18	0.678197760617863	NaiveBayes	0.286067019400353
breast.arff	3	19	0.56226534424219	NaiveBayes	0.329188712522046
breast.arff	3	20	0.571029675017491	NaiveBayes	0.329541446208113
breast.arff	3	21	0.617591700011802	NaiveBayes	0
breast.arff	3	22	0.528654121858081	NaiveBayes	0.202380952380952
breast.arff	3	23	0.521028995573602	NaiveBayes	0
breast.arff	3	24	0.642942962681772	NaiveBayes	0.288832772166105
breast.arff	3	25	0.520429895251523	NaiveBayes	0.426190476190476
breast.arff	3	26	0.546884629304732	NaiveBayes	0.192592592592593
breast.arff	3	27	0.631000902193892	NaiveBayes	0.104166666666667
breast.arff	3	28	0.547389000365895	NaiveBayes	0.370995670995671
breast.arff	3	29	0.469187265742844	NaiveBayes	0.113378684807256
breast.arff	3	30	0.674385197475623	NaiveBayes	0.251884920634921
breast.arff	3	31	0.327127762075381	NaiveBayes	0
breast.arff	3	32	0.613779136869563	NaiveBayes	0.169387755102041
breast.arff	3	33	0.683347003085811	NaiveBayes	0.0972222222222222
breast.arff	3	34	0.598856821503991	NaiveBayes	0.404761904761905
breast.arff	3	35	0.623880146970573	NaiveBayes	0
breast.arff	3	36	0.522365674899311	NaiveBayes	0
breast.arff	3	37	0.387939993307629	NaiveBayes	0.146031746031746
breast.arff	3	38	0.635317836397294	NaiveBayes	0.450595238095238
breast.arff	3	39	0.615115816195273	NaiveBayes	0.0884353741496599
breast.arff	3	40	0.702212343962123	NaiveBayes	0.297089947089947
breast.arff	3	41	0.446663428335021	NaiveBayes	0.252777777777778
breast.arff	3	42	0.709837470246603	NaiveBayes	0.422619047619048
breast.arff	3	43	0.616255020686093	NaiveBayes	0.221335807050093
breast.arff	3	44	0.473080699748738	NaiveBayes	0.371428571428571
breast.arff	3	45	0.591736066280671	NaiveBayes	0.122619047619048
breast.arff	3	46	0.559578127193507	NaiveBayes	0.08
breast.arff	3	47	0.636573644859348	NaiveBayes	0
breast.arff	3	48	0.536445443618638	NaiveBayes	0.126322751322751
breast.arff	3	49	0.665620866700323	NaiveBayes	0.450793650793651
breast.arff	3	50	0.474840879271953	NaiveBayes	0.345254128587462
breast.arff	3	51	0.74014050054963	NaiveBayes	0.4125
breast.arff	3	52	0.469515202946228	NaiveBayes	0.312874779541446
breast.arff	3	53	0.480128309979485	NaiveBayes	0.05
breast.arff	3	54	0.644082167172595	NaiveBayes	0
breast.arff	3	55	0.524841558715845	NaiveBayes	0.076530612244898
breast.arff	3	56	0.444019619510494	NaiveBayes	0.379861111111111
breast.arff	3	57	0.603678126768553	NaiveBayes	0.275694444444444
breast.arff	3	58	0.716125917205373	NaiveBayes	0.541215728715729
breast.arff	3	59	0.495420428182205	NaiveBayes	0.157142857142857
breast.arff	3	60	0.516253661798316	NaiveBayes	0
breast.arff	3	61	0.694587217677643	NaiveBayes	0.514537545787546
breast.arff	3	62	0.615620187256433	NaiveBayes	0.166666666666667
breast.arff	3	63	0.595548629422915	NaiveBayes	0.189909297052154
breast.arff	3	64	0.644082167172593	NaiveBayes	0
breast.arff	3	65	0.497307450058348	NaiveBayes	0.23531746031746
breast.arff	3	66	0.661808303558084	NaiveBayes	0.222619047619048
breast.arff	3	67	0.413321639537687	NaiveBayes	0
breast.arff	3	68	0.653678806212442	NaiveBayes	0.101587301587302
breast.arff	3	69	0.541735386836782	NaiveBayes	0.112244897959184
breast.arff	3	70	0.665620866700321	NaiveBayes	0.462698412698413
breast.arff	3	71	0.633981157071583	NaiveBayes	0.0246913580246914
breast.arff	3	72	0.582971735505373	NaiveBayes	0.289814814814815
breast.arff	3	73	0.573375096465523	NaiveBayes	0.196031746031746
breast.arff	3	74	0.640890579062745	NaiveBayes	0
breast.arff	3	75	0.39343453187499	NaiveBayes	0
breast.arff	3	76	0.709837470246603	NaiveBayes	0.477344877344877
breast.arff	3	77	0.424910541868058	NaiveBayes	0
breast.arff	3	78	0.55450975558921	NaiveBayes	0.0625
breast.arff	3	79	0.532794622203707	NaiveBayes	0.173809523809524
breast.arff	3	80	0.475052212504106	NaiveBayes	0.391111111111111
breast.arff	3	81	0.623375775909414	NaiveBayes	0.376190476190476
breast.arff	3	82	0.343220851732545	NaiveBayes	0
breast.arff	3	83	0.726226927306381	NaiveBayes	0.369047619047619
breast.arff	3	84	0.579159172363133	NaiveBayes	0.0595238095238095
breast.arff	3	85	0.610798881991871	NaiveBayes	0
breast.arff	3	86	0.610929344360372	NaiveBayes	0.14537037037037
breast.arff	3	87	0.528852430426171	NaiveBayes	0.237103174603175
breast.arff	3	88	0.376035498959687	NaiveBayes	0.0666666666666667
breast.arff	3	89	0.631081773057544	NaiveBayes	0.27390873015873
breast.arff	3	90	0.455191987902737	NaiveBayes	0.0277777777777778
breast.arff	3	91	0.393877948874445	NaiveBayes	0
breast.arff	3	92	0.617087328950642	NaiveBayes	0.120181405895692
breast.arff	3	93	0.353901075158421	NaiveBayes	0.0912698412698413
breast.arff	3	94	0.588333144938675	NaiveBayes	0
breast.arff	3	95	0.578443468069819	NaiveBayes	0.0892857142857143
breast.arff	3	96	0.637793720213823	NaiveBayes	0.472562358276644
breast.arff	3	97	0.623375775909411	NaiveBayes	0.401322751322751
breast.arff	3	98	0.305719604734635	NaiveBayes	0.282467532467532
breast.arff	3	99	0.503172396819615	NaiveBayes	0.29671201814059
breast.arff	3	100	0.620571954889494	NaiveBayes	0.287797619047619
breast.arff	3	101	0.578524338933473	NaiveBayes	0.292063492063492
breast.arff	3	102	0.688298770718871	NaiveBayes	0.419929453262787
breast.arff	3	103	0.629664222868183	NaiveBayes	0.332638888888889
breast.arff	3	104	0.695923897003352	NaiveBayes	0.505483405483405
breast.arff	3	105	0.465396577310914	NaiveBayes	0.353596403596404
breast.arff	3	106	0.497444804564733	NaiveBayes	0.0634920634920635
breast.arff	3	107	0.638298091274985	NaiveBayes	0.0793650793650794
breast.arff	3	108	0.722414364164144	NaiveBayes	0.471909571909572
breast.arff	3	109	0.519808920219126	NaiveBayes	0.34537037037037
breast.arff	3	110	0.375838024124801	NaiveBayes	0.129705215419501
breast.arff	3	111	0.388788826735005	NaiveBayes	0.343990929705215
breast.arff	3	112	0.605014806094262	NaiveBayes	0.318518518518519
breast.arff	3	113	0.502915092098184	NaiveBayes	0
breast.arff	3	114	0.633981157071585	NaiveBayes	0.0555555555555556
breast.arff	3	115	0.608827369236502	NaiveBayes	0.288744588744589
breast.arff	3	116	0.651086318424677	NaiveBayes	0.154761904761905
breast.arff	3	117	0.572870725404362	NaiveBayes	0.182539682539683
breast.arff	3	118	0.663779816313452	NaiveBayes	0.0555555555555556
breast.arff	3	119	0.665620866700322	NaiveBayes	0.0416666666666667
breast.arff	3	120	0.675721876801331	NaiveBayes	0.107142857142857
breast.arff	3	121	0.613779136869564	NaiveBayes	0.391269841269841
breast.arff	3	122	0.524467650023182	NaiveBayes	0.325925925925926
breast.arff	3	123	0.671909313659095	NaiveBayes	0.276530612244898
breast.arff	3	124	0.631000902193892	NaiveBayes	0.305456349206349
breast.arff	3	125	0.508956472717222	NaiveBayes	0.459136002886003
breast.arff	3	126	0.530918672442457	NaiveBayes	0
breast.arff	3	127	0.644082167172594	NaiveBayes	0.232426303854875
breast.arff	3	128	0.615115816195275	NaiveBayes	0.348611111111111
breast.arff	3	129	0.612018957346346	NaiveBayes	0.0912698412698413
breast.arff	3	130	0.615750649624934	NaiveBayes	0.313038548752834
breast.arff	3	131	0.631505273255053	NaiveBayes	0.106666666666667
breast.arff	3	132	0.72572255624522	NaiveBayes	0.3163139329806
breast.arff	3	133	0.582971735505373	NaiveBayes	0.278924162257496
breast.arff	3	134	0.393835323628987	NaiveBayes	0.252469135802469
breast.arff	3	135	0.546884629304731	NaiveBayes	0.0674603174603175
breast.arff	3	136	0.719938480347611	NaiveBayes	0.125220458553792
breast.arff	3	137	0.632009644316212	NaiveBayes	0.256349206349206
breast.arff	3	138	0.480120584108402	NaiveBayes	0.293055555555556
breast.arff	3	139	0.685822886902341	NaiveBayes	0.157407407407407
breast.arff	3	140	0.645923217559463	NaiveBayes	0.0357142857142857
breast.arff	3	141	0.546006349550908	NaiveBayes	0.178075396825397
breast.arff	3	142	0.654183177273605	NaiveBayes	0.195767195767196
breast.arff	3	143	0.543904374427041	NaiveBayes	0.215961199294533
breast.arff	3	144	0.575850980282053	NaiveBayes	0.267460317460317
breast.arff	3	145	0.589260182464141	NaiveBayes	0.288271604938272
breast.arff	3	146	0.273039736354987	NaiveBayes	0.363789682539683
breast.arff	3	147	0.505648280636146	NaiveBayes	0.241170634920635
breast.arff	3	148	0.665620866700323	NaiveBayes	0
breast.arff	3	149	0.553289680234736	NaiveBayes	0
breast.arff	3	150	0.678197760617864	NaiveBayes	0.125
breast.arff	3	151	0.499942563091576	NaiveBayes	0.247142857142857
breast.arff	3	152	0.566712740814092	NaiveBayes	0.181292517006803
breast.arff	3	153	0.555648960080033	NaiveBayes	0.0833333333333333
breast.arff	3	154	0.620067583828333	NaiveBayes	0.192989417989418
breast.arff	3	155	0.642241116785723	NaiveBayes	0.150694444444444
breast.arff	3	156	0.637793720213822	NaiveBayes	0.470977633477633
breast.arff	3	157	0.544539207856702	NaiveBayes	0.274305555555556
breast.arff	3	158	0.35841949282278	NaiveBayes	0.249911816578483
breast.arff	3	159	0.527010546306098	NaiveBayes	0.386075036075036
breast.arff	3	160	0.688298770718872	NaiveBayes	0.203409090909091
breast.arff	3	161	0.641606283356064	NaiveBayes	0.343990929705215
breast.arff	3	162	0.454652717467199	NaiveBayes	0.229100529100529
breast.arff	3	163	0.371923634889269	NaiveBayes	0.252777777777778
breast.arff	3	164	0.607490689910794	NaiveBayes	0.120634920634921
breast.arff	3	165	0.434247089904107	NaiveBayes	0
breast.arff	3	166	0.689635450044581	NaiveBayes	0.440909090909091
breast.arff	3	167	0.709837470246602	NaiveBayes	0.252469135802469
breast.arff	3	168	0.702212343962124	NaiveBayes	0.204850088183422
breast.arff	3	169	0.698399780819884	NaiveBayes	0.500113378684807
breast.arff	3	170	0.530128989423376	NaiveBayes	0.200925925925926
breast.arff	3	171	0.578313005701318	NaiveBayes	0.304100529100529
breast.arff	3	172	0.695923897003351	NaiveBayes	0.169047619047619
breast.arff	3	173	0.589260182464142	NaiveBayes	0.144444444444444
breast.arff	3	174	0.451577733328585	NaiveBayes	0.352116402116402
breast.arff	3	175	0.453418783715455	NaiveBayes	0.285019841269841
breast.arff	3	176	0.387975346261166	NaiveBayes	0.263333333333333
breast.arff	3	177	0.572870725404361	NaiveBayes	0.372916666666667
breast.arff	3	178	0.596804437884966	NaiveBayes	0.279761904761905
breast.arff	3	179	0.72819844006175	NaiveBayes	0.140873015873016
breast.arff	3	180	0.643577796111433	NaiveBayes	0.252469135802469
breast.arff	3	181	0.517720803492525	NaiveBayes	0.0317460317460318
breast.arff	3	182	0.54450430848232	NaiveBayes	0.172936507936508
breast.arff	3	183	0.440301785629175	NaiveBayes	0.198214285714286
breast.arff	3	184	0.528654121858081	NaiveBayes	0.426190476190476
breast.arff	3	185	0.490221594209409	NaiveBayes	0.346296296296296
breast.arff	3	186	0.527610480361382	NaiveBayes	0.0277777777777778
breast.arff	3	187	0.571290599754489	NaiveBayes	0.130952380952381
breast.arff	3	188	0.476096687734007	NaiveBayes	0
breast.arff	3	189	0.651202922395912	NaiveBayes	0.318353174603175
breast.arff	3	190	0.609543073529816	NaiveBayes	0.31984126984127
breast.arff	3	191	0.603678126768554	NaiveBayes	0.347619047619048
breast.arff	3	192	0.548986604428602	NaiveBayes	0
breast.arff	3	193	0.718601801021902	NaiveBayes	0.532242063492063
breast.arff	3	194	0.54955882168935	NaiveBayes	0.0979591836734694
breast.arff	3	195	0.657995740415844	NaiveBayes	0.170634920634921
breast.arff	3	196	0.719938480347612	NaiveBayes	0.351322751322751
breast.arff	3	197	0.510927985472592	NaiveBayes	0.072562358276644
breast.arff	3	198	0.627692710112811	NaiveBayes	0.406764069264069
breast.arff	3	199	0.568211995600308	NaiveBayes	0.0416666666666667
breast.arff	3	200	0.587923503138434	NaiveBayes	0.413888888888889
breast.arff	3	201	0.413261809651151	NaiveBayes	0.41765873015873
breast.arff	3	202	0.527447904900873	NaiveBayes	0.288888888888889
breast.arff	3	203	0.325742615419991	NaiveBayes	0.0416666666666667
breast.arff	3	204	0.620899892092881	NaiveBayes	0.277777777777778
breast.arff	3	205	0.583476106566534	NaiveBayes	0.159863945578231
breast.arff	3	206	0.571241008249644	NaiveBayes	0.336805555555556
breast.arff	3	207	0.323911803414817	NaiveBayes	0.0625
breast.arff	3	208	0.669433429842562	NaiveBayes	0.131746031746032
breast.arff	3	209	0.630168593929343	NaiveBayes	0.131944444444444
breast.arff	3	210	0.541347329304892	NaiveBayes	0.239770723104056
breast.arff	3	211	0.442528090595359	NaiveBayes	0.178075396825397
breast.arff	3	212	0.447962645021235	NaiveBayes	0
breast.arff	3	213	0.514282149042944	NaiveBayes	0
breast.arff	3	214	0.501966179862405	NaiveBayes	0.432539682539683
breast.arff	3	215	0.46445455721302	NaiveBayes	0.41031746031746
breast.arff	3	216	0.612559061515086	NaiveBayes	0.348737373737374
breast.arff	3	217	0.536409710511061	NaiveBayes	0.0416666666666667
breast.arff	3	218	0.567086649506751	NaiveBayes	0
breast.arff	3	219	0.638298091274985	NaiveBayes	0
breast.arff	3	220	0.657995740415845	NaiveBayes	0.215608465608466
breast.arff	3	221	0.525543404611893	NaiveBayes	0.215343915343915
breast.arff	3	222	0.554816651815487	NaiveBayes	0.261904761904762
breast.arff	3	223	0.541231015775622	NaiveBayes	0.184807256235828
breast.arff	3	224	0.629664222868179	NaiveBayes	0.198214285714286
breast.arff	3	225	0.633981157071581	NaiveBayes	0.174149659863946
breast.arff	3	226	0.619432750398673	NaiveBayes	0.294973544973545
breast.arff	3	227	0.625721197357445	NaiveBayes	0.0694444444444444
breast.arff	3	228	0.714789237879662	NaiveBayes	0.463329725829726
breast.arff	3	229	0.665620866700324	NaiveBayes	0.198214285714286
