experiment	file	q	beam_size	size_view	dedup	algo	key	value
VaryAlgos	communities.arff	20	40	17	100	4S	Time	3.02
VaryAlgos	communities.arff	20	40	17	100	4S_official	Time	2.956
VaryAlgos	communities.arff	20	40	17	100	Wrap_kNN	Time	2166.83
VaryAlgos	communities.arff	20	40	17	100	Clique	Time-Graph	42.7849999999999
VaryAlgos	communities.arff	20	40	17	100	Clique	Time-Search	0.00200000000040745
VaryAlgos	communities.arff	20	40	17	100	Clique	Time-PostProcess	0.192000000000007
VaryAlgos	communities.arff	20	40	17	100	Clique	Time	42.9790000000003
VaryAlgos	communities.arff	20	40	17	100	Approximative	Time-Graph	5.00200000000041
VaryAlgos	communities.arff	20	40	17	100	Approximative	Time-Search	1.64099999999962
VaryAlgos	communities.arff	20	40	17	100	Approximative	Time-PostProcess	1.45600000000013
VaryAlgos	communities.arff	20	40	17	100	Approximative	Time	8.09900000000016
VaryAlgos	adult.arff	10	20	7	100	4S	Time	15.8429999999998
VaryAlgos	adult.arff	10	20	7	100	4S_official	Time	15.7860000000001
VaryAlgos	adult.arff	10	20	7	100	Exhaustive	Time	265.132
VaryAlgos	adult.arff	10	20	7	100	Clique	Time-Graph	7.63999999999942
VaryAlgos	adult.arff	10	20	7	100	Clique	Time-Search	0.00100000000020373
VaryAlgos	adult.arff	10	20	7	100	Clique	Time-PostProcess	0.936999999999898
VaryAlgos	adult.arff	10	20	7	100	Clique	Time	8.57799999999952
VaryAlgos	adult.arff	10	20	7	100	Approximative	Time-Graph	8.45399999999972
VaryAlgos	adult.arff	10	20	7	100	Approximative	Time-Search	0.0990000000001601
VaryAlgos	adult.arff	10	20	7	100	Approximative	Time-PostProcess	4.96299999999974
VaryAlgos	adult.arff	10	20	7	100	Approximative	Time	13.5169999999998
VaryAlgos	musk.arff	22	44	18	100	4S	Time	33.7780000000002
VaryAlgos	musk.arff	22	44	18	100	4S_official	Time	33.7100000000005
VaryAlgos	musk.arff	22	44	18	100	Wrap_kNN	Time	31957.867
VaryAlgos	musk.arff	22	44	18	100	Clique	Time-Graph	228.264999999999
VaryAlgos	musk.arff	22	44	18	100	Clique	Time-Search	0.000999999996565748
VaryAlgos	musk.arff	22	44	18	100	Clique	Time-PostProcess	0.653000000005704
VaryAlgos	musk.arff	22	44	18	100	Clique	Time	228.919000000002
VaryAlgos	musk.arff	22	44	18	100	Approximative	Time-Graph	18.0449999999983
VaryAlgos	musk.arff	22	44	18	100	Approximative	Time-Search	2.77500000000146
VaryAlgos	musk.arff	22	44	18	100	Approximative	Time-PostProcess	5.44499999999971
VaryAlgos	musk.arff	22	44	18	100	Approximative	Time	26.2649999999994
VaryBeam	communities.arff	25	25	5	100	Approximative	Time-Graph	2.26900000000023
VaryBeam	communities.arff	25	25	5	100	Approximative	Time-Search	0.0859999999956926
VaryBeam	communities.arff	25	25	5	100	Approximative	Time-PostProcess	0.330000000001746
VaryBeam	communities.arff	25	25	5	100	Approximative	Time	2.68499999999767
VaryBeam	communities.arff	25	50	5	100	Approximative	Time-Graph	7.37999999999738
VaryBeam	communities.arff	25	50	5	100	Approximative	Time-Search	0.275999999998021
