experiment	file	q	beam_size	size_view	dedup	algo	key	value
VaryDeduplication	communities.arff	25	100	5	0	Approximative	Time-Graph	42.779
VaryDeduplication	communities.arff	25	100	5	0	Approximative	Time-Search	1.302
VaryDeduplication	communities.arff	25	100	5	0	Approximative	Time-PostProcess	1.474
VaryDeduplication	communities.arff	25	100	5	0	Approximative	Time	45.555
VaryDeduplication	communities.arff	25	100	5	25	Approximative	Time-Graph	60.551
VaryDeduplication	communities.arff	25	100	5	25	Approximative	Time-Search	11.825
VaryDeduplication	communities.arff	25	100	5	25	Approximative	Time-PostProcess	1.22400000000002
VaryDeduplication	communities.arff	25	100	5	25	Approximative	Time	73.6
VaryDeduplication	communities.arff	25	100	5	50	Approximative	Time-Graph	129.978
VaryDeduplication	communities.arff	25	100	5	50	Approximative	Time-Search	9.01500000000004
VaryDeduplication	communities.arff	25	100	5	50	Approximative	Time-PostProcess	1.32399999999996
VaryDeduplication	communities.arff	25	100	5	50	Approximative	Time	140.318
VaryDeduplication	communities.arff	25	100	5	75	Approximative	Time-Graph	161.66
VaryDeduplication	communities.arff	25	100	5	75	Approximative	Time-Search	12.299
VaryDeduplication	communities.arff	25	100	5	75	Approximative	Time-PostProcess	1.31900000000002
VaryDeduplication	communities.arff	25	100	5	75	Approximative	Time	175.278
VaryDeduplication	communities.arff	25	100	5	100	Approximative	Time-Graph	162.987
VaryDeduplication	communities.arff	25	100	5	100	Approximative	Time-Search	12.3439999999999
VaryDeduplication	communities.arff	25	100	5	100	Approximative	Time-PostProcess	1.31600000000003
VaryDeduplication	communities.arff	25	100	5	100	Approximative	Time	176.647
VaryDeduplication	adult.arff	25	100	5	0	Approximative	Time-Graph	8.39300000000003
VaryDeduplication	adult.arff	25	100	5	0	Approximative	Time-Search	0.405999999999949
VaryDeduplication	adult.arff	25	100	5	0	Approximative	Time-PostProcess	17.308
VaryDeduplication	adult.arff	25	100	5	0	Approximative	Time	26.107
VaryDeduplication	adult.arff	25	100	5	25	Approximative	Time-Graph	8.43299999999999
VaryDeduplication	adult.arff	25	100	5	25	Approximative	Time-Search	0.926000000000158
VaryDeduplication	adult.arff	25	100	5	25	Approximative	Time-PostProcess	17.694
VaryDeduplication	adult.arff	25	100	5	25	Approximative	Time	27.0530000000001
VaryDeduplication	adult.arff	25	100	5	50	Approximative	Time-Graph	8.45399999999995
VaryDeduplication	adult.arff	25	100	5	50	Approximative	Time-Search	1.44299999999998
VaryDeduplication	adult.arff	25	100	5	50	Approximative	Time-PostProcess	16.5410000000002
VaryDeduplication	adult.arff	25	100	5	50	Approximative	Time	26.4380000000001
VaryDeduplication	adult.arff	25	100	5	75	Approximative	Time-Graph	8.46500000000015
VaryDeduplication	adult.arff	25	100	5	75	Approximative	Time-Search	1.43599999999992
VaryDeduplication	adult.arff	25	100	5	75	Approximative	Time-PostProcess	16.4760000000001
VaryDeduplication	adult.arff	25	100	5	75	Approximative	Time	26.3770000000002
VaryDeduplication	adult.arff	25	100	5	100	Approximative	Time-Graph	8.44800000000009
VaryDeduplication	adult.arff	25	100	5	100	Approximative	Time-Search	1.42799999999988
VaryDeduplication	adult.arff	25	100	5	100	Approximative	Time-PostProcess	16.4490000000001
VaryDeduplication	adult.arff	25	100	5	100	Approximative	Time	26.325
VaryDeduplication	musk.arff	25	100	5	0	Approximative	Time-Graph	195.928
VaryDeduplication	musk.arff	25	100	5	0	Approximative	Time-Search	0.723000000000411
VaryDeduplication	musk.arff	25	100	5	0	Approximative	Time-PostProcess	3.38999999999987
VaryDeduplication	musk.arff	25	100	5	0	Approximative	Time	200.041
VaryDeduplication	musk.arff	25	100	5	25	Approximative	Time-Graph	232.875
VaryDeduplication	musk.arff	25	100	5	25	Approximative	Time-Search	16.7369999999996
VaryDeduplication	musk.arff	25	100	5	25	Approximative	Time-PostProcess	3.51800000000003
VaryDeduplication	musk.arff	25	100	5	25	Approximative	Time	253.13
VaryDeduplication	musk.arff	25	100	5	50	Approximative	Time-Graph	368.357
VaryDeduplication	musk.arff	25	100	5	50	Approximative	Time-Search	61.808
VaryDeduplication	musk.arff	25	100	5	50	Approximative	Time-PostProcess	3.38000000000011
VaryDeduplication	musk.arff	25	100	5	50	Approximative	Time	433.545
VaryDeduplication	musk.arff	25	100	5	75	Approximative	Time-Graph	531.963
VaryDeduplication	musk.arff	25	100	5	75	Approximative	Time-Search	63.1010000000001
VaryDeduplication	musk.arff	25	100	5	75	Approximative	Time-PostProcess	3.35699999999997
VaryDeduplication	musk.arff	25	100	5	75	Approximative	Time	598.422
VaryDeduplication	musk.arff	25	100	5	100	Approximative	Time-Graph	532.933
VaryDeduplication	musk.arff	25	100	5	100	Approximative	Time-Search	63.8519999999999
VaryDeduplication	musk.arff	25	100	5	100	Approximative	Time-PostProcess	3.34700000000066
VaryDeduplication	musk.arff	25	100	5	100	Approximative	Time	600.132000000001
