file	size_view	view	strength	algo	F1_score
adult.arff	3	1	0.286800187209749	NaiveBayes	0.304176529442442
adult.arff	3	2	0.191363780628658	NaiveBayes	0.240586482873988
adult.arff	3	3	0.307500277389197	NaiveBayes	0.167127484016467
adult.arff	3	4	0.206538051484907	NaiveBayes	0.548013890946966
adult.arff	3	5	0.185999160395031	NaiveBayes	0.0541093246953968
adult.arff	3	6	0.207219098415164	NaiveBayes	0.350848904430338
adult.arff	3	7	0.151523674598426	NaiveBayes	0.235392917431174
adult.arff	3	8	0.297903958713877	NaiveBayes	0.401459391907121
adult.arff	3	9	0.239277114839744	NaiveBayes	0.304151440699087
adult.arff	3	10	0.172659068309195	NaiveBayes	0.402681168474358
adult.arff	3	11	0.304494572203229	NaiveBayes	0.410230000168539
adult.arff	3	12	0.171293854574925	NaiveBayes	0.167439434616865
adult.arff	3	13	0.13293719469992	NaiveBayes	0.262303453209617
adult.arff	3	14	0.172960535696795	NaiveBayes	0.492946398011988
adult.arff	3	15	0.12155943298511	NaiveBayes	0
adult.arff	3	16	0.342769899318384	NaiveBayes	0.493563447110154
adult.arff	3	17	0.112569551065516	NaiveBayes	0.350110880986088
adult.arff	3	18	0.226296777080414	NaiveBayes	0.303895635160826
adult.arff	3	19	0.196043298564754	NaiveBayes	0.558544669387365
adult.arff	3	20	0.191101394218179	NaiveBayes	0.303048107743455
adult.arff	3	21	0.202317787063806	NaiveBayes	0.498041110539646
adult.arff	3	22	0.18099319183132	NaiveBayes	0.469019068944248
adult.arff	3	23	0.259728209826875	NaiveBayes	0.302238137801548
adult.arff	3	24	0.112569551065516	NaiveBayes	0.350110880986088
adult.arff	3	25	0.381800523307859	NaiveBayes	0.500737775547733
adult.arff	3	26	0.16616794023123	NaiveBayes	0
adult.arff	3	27	0.295978701270632	NaiveBayes	0.515238668101619
adult.arff	3	28	0.179684099309751	NaiveBayes	0.303428139498223
adult.arff	3	29	0.30913662006266	NaiveBayes	0.304022959893557
adult.arff	3	30	0.210986327979013	NaiveBayes	0.327067044298013
adult.arff	3	31	0.267595139871444	NaiveBayes	0.304230259695298
adult.arff	3	32	0.2676764883096	NaiveBayes	0.402571448978572
adult.arff	3	33	0.255625627910001	NaiveBayes	0.41619429687586
adult.arff	3	34	0.155637904655926	NaiveBayes	0.167436767764123
adult.arff	3	35	0.247890073968926	NaiveBayes	0.30377124622653
adult.arff	3	36	0.274542194283472	NaiveBayes	0.524858146129557
adult.arff	3	37	0.270203476906042	NaiveBayes	0.303811555785786
adult.arff	3	38	0.27090309706473	NaiveBayes	0.40972903899073
adult.arff	3	39	0.284013135494831	NaiveBayes	0.404371562919198
adult.arff	3	40	0.165576100696494	NaiveBayes	0.402802773305881
adult.arff	3	41	0.200400400112377	NaiveBayes	0.303360622996989
adult.arff	3	42	0.226145073144814	NaiveBayes	0.302844770015003
adult.arff	3	43	0.130747528244792	NaiveBayes	0.401543079130028
adult.arff	3	44	0.176592904686794	NaiveBayes	0.304460911866836
adult.arff	3	45	0.172717808335701	NaiveBayes	0.192104545202063
adult.arff	3	46	0.239350261769802	NaiveBayes	0.304014679307123
adult.arff	3	47	0.333133911558058	NaiveBayes	0.303179143833715
adult.arff	3	48	0.263372844149598	NaiveBayes	0.479279246436463
adult.arff	3	49	0.275177873949528	NaiveBayes	0.303830065705368
adult.arff	3	50	0.207353058114847	NaiveBayes	0.385062888965429
adult.arff	3	51	0.161327256888282	NaiveBayes	0.304049128543284
adult.arff	3	52	0.142832937407142	NaiveBayes	0.167437318640093
adult.arff	3	53	0.329368595769171	NaiveBayes	0.322185724973861
adult.arff	3	54	0.253622664426151	NaiveBayes	0.518158376842604
adult.arff	3	55	0.245920362351521	NaiveBayes	0.167571159846868
adult.arff	3	56	0.288146311917275	NaiveBayes	0.404493749601102
adult.arff	3	57	0.293531761431455	NaiveBayes	0.420820139423087
adult.arff	3	58	0.282475711897639	NaiveBayes	0
adult.arff	3	59	0.183096368063342	NaiveBayes	0.304115966957014
adult.arff	3	60	0.0615099773236487	NaiveBayes	0.167127484016467
adult.arff	3	61	0.2364783527447	NaiveBayes	0.304963236078058
adult.arff	3	62	0.122191391206852	NaiveBayes	0.283626374554382
adult.arff	3	63	0.223551373564755	NaiveBayes	0
adult.arff	3	64	0.124932701541496	NaiveBayes	0.167439434616865
adult.arff	3	65	0.256761574423552	NaiveBayes	0.51260064875799
adult.arff	3	66	0.225423017559038	NaiveBayes	0.539048776599759
adult.arff	3	67	0.167667090977709	NaiveBayes	0
adult.arff	3	68	0.234332115809575	NaiveBayes	0
adult.arff	3	69	0.116496063119762	NaiveBayes	0
adult.arff	3	70	0.178710140270374	NaiveBayes	0.547076698919031
adult.arff	3	71	0.200350229045763	NaiveBayes	0.303871071936992
adult.arff	3	72	0.166766943588019	NaiveBayes	0.377908555806342
adult.arff	3	73	0.273884046642541	NaiveBayes	0.410982984474604
adult.arff	3	74	0.288569983588824	NaiveBayes	0
adult.arff	3	75	0.28275112449637	NaiveBayes	0.318330112987696
adult.arff	3	76	0.17695105344045	NaiveBayes	0.489717123978818
adult.arff	3	77	0.295252016154427	NaiveBayes	0.181700519367043
adult.arff	3	78	0.154731085056973	NaiveBayes	0.304083544402253
adult.arff	3	79	0.168602827955815	NaiveBayes	0
adult.arff	3	80	0.174368726971328	NaiveBayes	0.303107683875619
adult.arff	3	81	0.276551808988268	NaiveBayes	0.0495219123505976
adult.arff	3	82	0.307500277389421	NaiveBayes	0.167127484016467
adult.arff	3	83	0.254301225917727	NaiveBayes	0.33887028012611
