experiment	file	q	beam_size	size_view	dedup	algo	view	key	value
VaryDeduplication	communities.arff	25	100	5	0	Approximative	1	Strength	1.66718926851818
VaryDeduplication	communities.arff	25	100	5	0	Approximative	1	Columns	V49, V1, V56, V4, V40
VaryDeduplication	communities.arff	25	100	5	0	Approximative	2	Strength	1.66067951425975
VaryDeduplication	communities.arff	25	100	5	0	Approximative	2	Columns	V49, V1, V56, V4, V60
VaryDeduplication	communities.arff	25	100	5	0	Approximative	3	Strength	1.66054678481817
VaryDeduplication	communities.arff	25	100	5	0	Approximative	3	Columns	V49, V1, V56, V54, V4
VaryDeduplication	communities.arff	25	100	5	0	Approximative	4	Strength	1.6569133281994
VaryDeduplication	communities.arff	25	100	5	0	Approximative	4	Columns	V49, V1, V56, V4, V58
VaryDeduplication	communities.arff	25	100	5	0	Approximative	5	Strength	1.65304697617104
VaryDeduplication	communities.arff	25	100	5	0	Approximative	5	Columns	V49, V1, V56, V4, V84
VaryDeduplication	communities.arff	25	100	5	0	Approximative	6	Strength	1.65290129209108
VaryDeduplication	communities.arff	25	100	5	0	Approximative	6	Columns	V49, V1, V56, V4, V59
VaryDeduplication	communities.arff	25	100	5	0	Approximative	7	Strength	1.65176555362242
VaryDeduplication	communities.arff	25	100	5	0	Approximative	7	Columns	V49, V1, V56, V4, V23
VaryDeduplication	communities.arff	25	100	5	0	Approximative	8	Strength	1.65089527403692
VaryDeduplication	communities.arff	25	100	5	0	Approximative	8	Columns	V49, V1, V56, V4, V72
VaryDeduplication	communities.arff	25	100	5	0	Approximative	9	Strength	1.64750766746612
VaryDeduplication	communities.arff	25	100	5	0	Approximative	9	Columns	V49, V1, V56, V4, V98
VaryDeduplication	communities.arff	25	100	5	0	Approximative	10	Strength	1.6434956313578
VaryDeduplication	communities.arff	25	100	5	0	Approximative	10	Columns	V49, V1, V56, V4, V44
VaryDeduplication	communities.arff	25	100	5	0	Approximative	11	Strength	1.64326273594821
VaryDeduplication	communities.arff	25	100	5	0	Approximative	11	Columns	V49, V1, V56, V4, V80
VaryDeduplication	communities.arff	25	100	5	0	Approximative	12	Strength	1.64111103381408
VaryDeduplication	communities.arff	25	100	5	0	Approximative	12	Columns	V49, V1, V56, V5, V72
VaryDeduplication	communities.arff	25	100	5	0	Approximative	13	Strength	1.6409912590109
VaryDeduplication	communities.arff	25	100	5	0	Approximative	13	Columns	V49, V1, V56, V35, V4
VaryDeduplication	communities.arff	25	100	5	0	Approximative	14	Strength	1.64068237134052
VaryDeduplication	communities.arff	25	100	5	0	Approximative	14	Columns	V49, V1, V56, V4, V9
VaryDeduplication	communities.arff	25	100	5	0	Approximative	15	Strength	1.640108024787
VaryDeduplication	communities.arff	25	100	5	0	Approximative	15	Columns	V49, V1, V56, V47, V5
VaryDeduplication	communities.arff	25	100	5	0	Approximative	16	Strength	1.6385937068288
VaryDeduplication	communities.arff	25	100	5	0	Approximative	16	Columns	V49, V1, V56, V47, V4
VaryDeduplication	communities.arff	25	100	5	0	Approximative	17	Strength	1.63653760579063
VaryDeduplication	communities.arff	25	100	5	0	Approximative	17	Columns	V49, V1, V56, V83, V4
VaryDeduplication	communities.arff	25	100	5	0	Approximative	18	Strength	1.63571740918913
VaryDeduplication	communities.arff	25	100	5	0	Approximative	18	Columns	V49, V1, V56, V4, V34
VaryDeduplication	communities.arff	25	100	5	0	Approximative	19	Strength	1.63446855011406
VaryDeduplication	communities.arff	25	100	5	0	Approximative	19	Columns	V49, V1, V56, V4, V46
VaryDeduplication	communities.arff	25	100	5	0	Approximative	20	Strength	1.63357866169339
VaryDeduplication	communities.arff	25	100	5	0	Approximative	20	Columns	V49, V1, V56, V4, V74
VaryDeduplication	communities.arff	25	100	5	0	Approximative	21	Strength	1.6325255696823
VaryDeduplication	communities.arff	25	100	5	0	Approximative	21	Columns	V49, V1, V56, V60, V72
VaryDeduplication	communities.arff	25	100	5	0	Approximative	22	Strength	1.63195122312878
VaryDeduplication	communities.arff	25	100	5	0	Approximative	22	Columns	V49, V1, V56, V98, V40
VaryDeduplication	communities.arff	25	100	5	0	Approximative	23	Strength	1.6293207755371
VaryDeduplication	communities.arff	25	100	5	0	Approximative	23	Columns	V49, V1, V56, V72, V40
VaryDeduplication	communities.arff	25	100	5	0	Approximative	24	Strength	1.62889211306353
VaryDeduplication	communities.arff	25	100	5	0	Approximative	24	Columns	V49, V1, V56, V59, V72
VaryDeduplication	communities.arff	25	100	5	0	Approximative	25	Strength	1.62845049595158
VaryDeduplication	communities.arff	25	100	5	0	Approximative	25	Columns	V49, V1, V56, V58, V72
VaryDeduplication	communities.arff	25	100	5	0	Approximative	1	NaiveBayes - F1	0.633889609633275
VaryDeduplication	communities.arff	25	100	5	0	Approximative	2	NaiveBayes - F1	0.629904022563805
VaryDeduplication	communities.arff	25	100	5	0	Approximative	3	NaiveBayes - F1	0.63292129298727
VaryDeduplication	communities.arff	25	100	5	0	Approximative	4	NaiveBayes - F1	0.630925231846825
VaryDeduplication	communities.arff	25	100	5	0	Approximative	5	NaiveBayes - F1	0.623427954441735
VaryDeduplication	communities.arff	25	100	5	0	Approximative	6	NaiveBayes - F1	0.630865077106179
VaryDeduplication	communities.arff	25	100	5	0	Approximative	7	NaiveBayes - F1	0.63752144456754
VaryDeduplication	communities.arff	25	100	5	0	Approximative	8	NaiveBayes - F1	0.636603992824765
VaryDeduplication	communities.arff	25	100	5	0	Approximative	9	NaiveBayes - F1	0.634251453397255
VaryDeduplication	communities.arff	25	100	5	0	Approximative	10	NaiveBayes - F1	0.644109453158017
VaryDeduplication	communities.arff	25	100	5	0	Approximative	11	NaiveBayes - F1	0.624932934664677
VaryDeduplication	communities.arff	25	100	5	0	Approximative	12	NaiveBayes - F1	0.631244336099963
VaryDeduplication	communities.arff	25	100	5	0	Approximative	13	NaiveBayes - F1	0.629516448656847
VaryDeduplication	communities.arff	25	100	5	0	Approximative	14	NaiveBayes - F1	0.639854911962452
VaryDeduplication	communities.arff	25	100	5	0	Approximative	15	NaiveBayes - F1	0.645623044395165
VaryDeduplication	communities.arff	25	100	5	0	Approximative	16	NaiveBayes - F1	0.650499360512435
VaryDeduplication	communities.arff	25	100	5	0	Approximative	17	NaiveBayes - F1	0.628154453315377
VaryDeduplication	communities.arff	25	100	5	0	Approximative	18	NaiveBayes - F1	0.627069830527431
VaryDeduplication	communities.arff	25	100	5	0	Approximative	19	NaiveBayes - F1	0.645487571562647
VaryDeduplication	communities.arff	25	100	5	0	Approximative	20	NaiveBayes - F1	0.648650412065513
VaryDeduplication	communities.arff	25	100	5	0	Approximative	21	NaiveBayes - F1	0.637829101839566
VaryDeduplication	communities.arff	25	100	5	0	Approximative	22	NaiveBayes - F1	0.630200327011361
VaryDeduplication	communities.arff	25	100	5	0	Approximative	23	NaiveBayes - F1	0.637679232142498
VaryDeduplication	communities.arff	25	100	5	0	Approximative	24	NaiveBayes - F1	0.638608364025512
VaryDeduplication	communities.arff	25	100	5	0	Approximative	25	NaiveBayes - F1	0.637844145993335
VaryDeduplication	communities.arff	25	100	5	0	Approximative	1	kNN - F1	0.45705709490446
VaryDeduplication	communities.arff	25	100	5	0	Approximative	2	kNN - F1	0.462873853734894
VaryDeduplication	communities.arff	25	100	5	0	Approximative	3	kNN - F1	0.454060865574816
VaryDeduplication	communities.arff	25	100	5	0	Approximative	4	kNN - F1	0.453661670512992
VaryDeduplication	communities.arff	25	100	5	0	Approximative	5	kNN - F1	0.458711037035198
VaryDeduplication	communities.arff	25	100	5	0	Approximative	6	kNN - F1	0.454642011902008
VaryDeduplication	communities.arff	25	100	5	0	Approximative	7	kNN - F1	0.460323713509706
VaryDeduplication	communities.arff	25	100	5	0	Approximative	8	kNN - F1	0.458304235169755
VaryDeduplication	communities.arff	25	100	5	0	Approximative	9	kNN - F1	0.458077621561584
VaryDeduplication	communities.arff	25	100	5	0	Approximative	10	kNN - F1	0.45550964629441
VaryDeduplication	communities.arff	25	100	5	0	Approximative	11	kNN - F1	0.460269501474372
VaryDeduplication	communities.arff	25	100	5	0	Approximative	12	kNN - F1	0.561203605612295
VaryDeduplication	communities.arff	25	100	5	0	Approximative	13	kNN - F1	0.457023890222775
VaryDeduplication	communities.arff	25	100	5	0	Approximative	14	kNN - F1	0.458768937238508
VaryDeduplication	communities.arff	25	100	5	0	Approximative	15	kNN - F1	0.569142293986141
