file	size_view	view	strength	algo	F1_score
bank.arff	3	1	0.0239905991271003	NaiveBayes	0.022099548404754
bank.arff	3	2	0.0876328971554434	NaiveBayes	0.154559739216124
bank.arff	3	3	0.0386183656269177	NaiveBayes	0
bank.arff	3	4	0.172897397740821	NaiveBayes	0.365887783349621
bank.arff	3	5	0.0550527329685178	NaiveBayes	0.063959676329468
bank.arff	3	6	0.0522529370180873	NaiveBayes	0.288883743617879
bank.arff	3	7	0.0706675490451012	NaiveBayes	0.0877011699812222
bank.arff	3	8	0.0390390787505455	NaiveBayes	0.111226515212406
bank.arff	3	9	0.0191398413356501	NaiveBayes	0.103261666029569
bank.arff	3	10	0.0767820043668621	NaiveBayes	0.312575245795077
bank.arff	3	11	0.0614310052266243	NaiveBayes	0.286607116345429
bank.arff	3	12	0.0295836060287655	NaiveBayes	0.0151971486254099
bank.arff	3	13	0.237244145761425	NaiveBayes	0.364780010331374
bank.arff	3	14	0.0720625638251962	NaiveBayes	0.164162426873096
bank.arff	3	15	0.10974866981462	NaiveBayes	0.353690033957714
bank.arff	3	16	0.0541784152846843	NaiveBayes	0.0681323554240831
bank.arff	3	17	0.111446518372095	NaiveBayes	0.338374371771942
bank.arff	3	18	0.0469558477985057	NaiveBayes	0
bank.arff	3	19	0.129401524178935	NaiveBayes	0.297600337940251
bank.arff	3	20	0.0185642669006389	NaiveBayes	0.0155066275078629
bank.arff	3	21	0.0677747432906184	NaiveBayes	0.0691029743506579
bank.arff	3	22	0.0328726175493683	NaiveBayes	0.153104168633091
bank.arff	3	23	0.130599956652156	NaiveBayes	0.344411208673694
bank.arff	3	24	0.0814743929940382	NaiveBayes	0.17708488273793
bank.arff	3	25	0.164313067034676	NaiveBayes	0.411833708092374
bank.arff	3	26	0.0759007368258242	NaiveBayes	0.140264935028005
bank.arff	3	27	0.0733646919016824	NaiveBayes	0.28940667217134
bank.arff	3	28	0.0187739756758325	NaiveBayes	0
bank.arff	3	29	0.0705841084989745	NaiveBayes	0.167670204370289
bank.arff	3	30	0.0421744993417548	NaiveBayes	0.135081528681079
bank.arff	3	31	0.0643583101620022	NaiveBayes	0.288624341395006
bank.arff	3	32	0.15035545814181	NaiveBayes	0.359433939909045
bank.arff	3	33	0.0408319250190159	NaiveBayes	0.128806337684355
bank.arff	3	34	0.092306155164831	NaiveBayes	0.212770277004152
bank.arff	3	35	0.0477917077820971	NaiveBayes	0.236898525250714
bank.arff	3	36	0.0530606552255981	NaiveBayes	0.0677021742713495
bank.arff	3	37	0.0154159080491123	NaiveBayes	0.0970076474302452
bank.arff	3	38	0.134237297154465	NaiveBayes	0.309522723042805
bank.arff	3	39	0.0454925522041139	NaiveBayes	0.056149183199448
bank.arff	3	40	0.0407451575022639	NaiveBayes	0.0649607613392344
bank.arff	3	41	0.0656348484282985	NaiveBayes	0.271241073464617
