experiment	file	q	beam_size	size_view	dedup	algo	view	key	value
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	1	Strength	0.207483365597492
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	1	Columns	V18, V1, V31, V68, V59
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	2	Strength	0.207149806938979
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	2	Columns	V18, V1, V30, V68, V59
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	3	Strength	0.196913837147829
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	3	Columns	V47, V1, V37, V59, V18
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	4	Strength	0.195985268136535
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	4	Columns	V59, V1, V37, V18, V68
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	5	Strength	0.189014936273507
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	5	Columns	V68, V1, V59, V28, V42
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	6	Strength	0.185412939785515
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	6	Columns	V59, V1, V42, V23, V18
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	7	Strength	0.185027904099709
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	7	Columns	V68, V1, V59, V28, V23
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	8	Strength	0.183349035505039
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	8	Columns	V18, V1, V31, V68, V42
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	9	Strength	0.182991108153765
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	9	Columns	V18, V1, V30, V68, V42
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	10	Strength	0.182806451615209
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	10	Columns	V47, V1, V42, V59, V18
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	11	Strength	0.181846045145761
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	11	Columns	V47, V5, V18, V59, V37
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	12	Strength	0.181184377315351
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	12	Columns	V18, V1, V31, V68, V37
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	13	Strength	0.181184377315349
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	13	Columns	V18, V1, V30, V68, V37
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	14	Strength	0.181166852993503
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	14	Columns	V59, V1, V42, V18, V28
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	15	Strength	0.180587940773421
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	15	Columns	V59, V1, V28, V18, V23
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	16	Strength	0.17954617397023
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	16	Columns	V18, V1, V31, V68, V25
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	17	Strength	0.178890181092767
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	17	Columns	V18, V1, V30, V68, V25
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	18	Strength	0.175627216179594
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	18	Columns	V68, V1, V59, V23, V42
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	19	Strength	0.169277327039024
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	19	Columns	V47, V5, V42, V59, V18
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	20	Strength	0.1652983120619
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	20	Columns	V18, V1, V31, V68, V43
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	21	Strength	0.164933668802465
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	21	Columns	V18, V1, V30, V68, V43
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	22	Strength	0.164268466351293
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	22	Columns	V59, V1, V18, V5, V15
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	23	Strength	0.162955513799321
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	23	Columns	V47, V1, V42, V59, V37
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	24	Strength	0.161765330325785
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	24	Columns	V59, V1, V31, V5, V18
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	25	Strength	0.161533046135446
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	25	Columns	V59, V1, V30, V5, V18
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	1	NaiveBayes - F1	0.0330527628399969
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	2	NaiveBayes - F1	0.0330527628399969
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	3	NaiveBayes - F1	0.0140712140712141
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	4	NaiveBayes - F1	0.0377136752136752
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	5	NaiveBayes - F1	0.0144927536231884
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	6	NaiveBayes - F1	0.0526315789473684
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	7	NaiveBayes - F1	0.00555555555555556
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	8	NaiveBayes - F1	0.0470906466861978
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	9	NaiveBayes - F1	0.0470906466861978
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	10	NaiveBayes - F1	0.0611059146023655
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	11	NaiveBayes - F1	0
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	12	NaiveBayes - F1	0.0336071633943974
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	13	NaiveBayes - F1	0.0336071633943974
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	14	NaiveBayes - F1	0.0468797719637585
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	15	NaiveBayes - F1	0
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	16	NaiveBayes - F1	0.0777443511835181
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	17	NaiveBayes - F1	0.0777443511835181
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	18	NaiveBayes - F1	0.00869565217391305
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	19	NaiveBayes - F1	0.0478672117084902
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	20	NaiveBayes - F1	0.0523810915154313
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	21	NaiveBayes - F1	0.0523810915154313
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	22	NaiveBayes - F1	0
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	23	NaiveBayes - F1	0.0489644494182214
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	24	NaiveBayes - F1	0
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	25	NaiveBayes - F1	0
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	1	kNN - F1	0.0608187571690425
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	2	kNN - F1	0.0663860668900992
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	3	kNN - F1	0.0497477537114136
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	4	kNN - F1	0.0555764019178653
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	5	kNN - F1	0.0535714285714286
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	6	kNN - F1	0.0605978711612422
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	7	kNN - F1	0.0560944402767359
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	8	kNN - F1	0.0506888802032441
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	9	kNN - F1	0.101262263959538
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	10	kNN - F1	0.0572306574420116
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	11	kNN - F1	0.0794651484889282
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	12	kNN - F1	0.0648874503688168
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	13	kNN - F1	0.0687231293639013
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	14	kNN - F1	0.0525270122831099
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	15	kNN - F1	0.0655950305143854
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	16	kNN - F1	0.0675500345065563
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	17	kNN - F1	0.0717955713911225
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	18	kNN - F1	0.0795615404021323
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	19	kNN - F1	0.103131534456548
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	20	kNN - F1	0.0631561835481817
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	21	kNN - F1	0.0664138706817694
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	22	kNN - F1	0.0760135135135135
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	23	kNN - F1	0.100927300710662
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	24	kNN - F1	0.0541224876887915
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	25	kNN - F1	0.0532818100358423
