experiment	file	q	beam_size	size_view	dedup	algo	key	value
VaryAlgos	breast.arff	10	26	13	100	4S	Time	0.355
VaryAlgos	breast.arff	10	26	13	100	4S_official	Time	0.284
VaryAlgos	breast.arff	10	26	13	100	Wrap_kNN	Time	46.591
VaryAlgos	breast.arff	10	26	13	100	Clique	Time-Graph	0.530999999999949
VaryAlgos	breast.arff	10	26	13	100	Clique	Time-Search	0.000999999999748979
VaryAlgos	breast.arff	10	26	13	100	Clique	Time-PostProcess	0.0210000000001855
VaryAlgos	breast.arff	10	26	13	100	Clique	Time	0.552999999999884
VaryAlgos	breast.arff	10	26	13	100	Approximative	Time-Graph	0.452999999999975
VaryAlgos	breast.arff	10	26	13	100	Approximative	Time-Search	0.965000000000146
VaryAlgos	breast.arff	10	26	13	100	Approximative	Time-PostProcess	0.0819999999998799
VaryAlgos	breast.arff	10	26	13	100	Approximative	Time	1.5
VaryAlgos	letrec.arff	10	24	12	100	4S	Time	17.0350000000003
VaryAlgos	letrec.arff	10	24	12	100	4S_official	Time	16.9470000000005
VaryAlgos	letrec.arff	10	24	12	100	Exhaustive	Time	384.967
VaryAlgos	letrec.arff	10	24	12	100	Clique	Time-Graph	6.2470000000003
VaryAlgos	letrec.arff	10	24	12	100	Clique	Time-Search	0.000999999999294232
VaryAlgos	letrec.arff	10	24	12	100	Clique	Time-PostProcess	0.634000000000015
VaryAlgos	letrec.arff	10	24	12	100	Clique	Time	6.88199999999961
VaryAlgos	letrec.arff	10	24	12	100	Approximative	Time-Graph	6.86200000000008
VaryAlgos	letrec.arff	10	24	12	100	Approximative	Time-Search	0.157999999999447
VaryAlgos	letrec.arff	10	24	12	100	Approximative	Time-PostProcess	4.70499999999993
VaryAlgos	letrec.arff	10	24	12	100	Approximative	Time	11.7249999999995
VaryBeam	breast.arff	25	25	5	100	Approximative	Time-Graph	0.391999999999825
VaryBeam	breast.arff	25	25	5	100	Approximative	Time-Search	0.152000000000044
VaryBeam	breast.arff	25	25	5	100	Approximative	Time-PostProcess	0.0450000000000728
VaryBeam	breast.arff	25	25	5	100	Approximative	Time	0.588999999999942
VaryBeam	breast.arff	25	50	5	100	Approximative	Time-Graph	0.668999999999869
VaryBeam	breast.arff	25	50	5	100	Approximative	Time-Search	0.373000000000502
VaryBeam	breast.arff	25	50	5	100	Approximative	Time-PostProcess	0.081000000000131
VaryBeam	breast.arff	25	50	5	100	Approximative	Time	1.1239999999998
VaryBeam	breast.arff	25	100	5	100	Approximative	Time-Graph	0.764999999999418
VaryBeam	breast.arff	25	100	5	100	Approximative	Time-Search	0.876000000000204
VaryBeam	breast.arff	25	100	5	100	Approximative	Time-PostProcess	0.170000000000073
VaryBeam	breast.arff	25	100	5	100	Approximative	Time	1.81099999999969
VaryBeam	breast.arff	25	250	5	100	Approximative	Time-Graph	1.02599999999984
