file	q	k	size	algo	view	score	description
magic.arff	25	10	5	Just_POIs_FALSE	1	0.0915092241709397	V9: (-0.09,18] -  
magic.arff	25	10	5	Just_POIs_FALSE	2	0.0915092241709397	V9: (-0.09,18] -  
magic.arff	25	10	5	Just_POIs_FALSE	3	0.0899887011793363	V7: (10.3,124] - V9: (-0.09,18] -  
magic.arff	25	10	5	Just_POIs_FALSE	4	0.0821233140084163	V9: (-0.09,18] - V7: (16.9,122] -  
magic.arff	25	10	5	Just_POIs_FALSE	5	0.0821233140084163	V9: (-0.09,18] - V7: (16.9,122] -  
magic.arff	25	10	5	Just_POIs_FALSE	6	0.0821233140084163	V9: (-0.09,18] - V7: (16.9,122] -  
magic.arff	25	10	5	Just_POIs_FALSE	7	0.0821233140084163	V9: (-0.09,18] - V7: (16.9,122] -  
magic.arff	25	10	5	Just_POIs_FALSE	8	0.0821233140084163	V9: (-0.09,18] - V7: (16.9,122] -  
magic.arff	25	10	5	Just_POIs_FALSE	9	0.0821233140084163	V9: (-0.09,18] - V7: (16.9,122] -  
magic.arff	25	10	5	Just_POIs_FALSE	10	0.0821233140084163	V9: (-0.09,18] - V7: (16.9,122] -  
magic.arff	25	10	5	Just_POIs_FALSE	11	0.0753702402977652	V9: (-0.09,18] - V9: (-0.018,3.6] -  
magic.arff	25	10	5	Just_POIs_FALSE	12	0.0753702402977652	V9: (-0.09,18] - V9: (-0.018,3.6] -  
magic.arff	25	10	5	Just_POIs_FALSE	13	0.0753702402977652	V9: (-0.09,18] - V9: (-0.018,3.6] -  
magic.arff	25	10	5	Just_POIs_FALSE	14	0.0753702402977652	V9: (-0.09,18] - V9: (-0.018,3.6] -  
magic.arff	25	10	5	Just_POIs_FALSE	15	0.0753702402977652	V9: (-0.09,18] - V9: (-0.018,3.6] -  
magic.arff	25	10	5	Just_POIs_FALSE	16	0.0753702402977652	V9: (-0.09,18] - V9: (-0.018,3.6] -  
magic.arff	25	10	5	Just_POIs_FALSE	17	0.0753702402977652	V9: (-0.09,18] - V9: (-0.018,3.6] -  
magic.arff	25	10	5	Just_POIs_FALSE	18	0.073577830280441	V9: (-0.09,18] - V7: (16.9,122] - V9: (-0.018,3.6] -  
magic.arff	25	10	5	Just_POIs_FALSE	19	0.073577830280441	V9: (-0.09,18] - V7: (16.9,122] - V9: (-0.018,3.6] -  
magic.arff	25	10	5	Just_POIs_FALSE	20	0.073577830280441	V9: (-0.09,18] - V7: (16.9,122] - V9: (-0.018,3.6] -  
magic.arff	25	10	5	Just_POIs_FALSE	21	0.0915092241709397	V9: (-0.09,18] -  
magic.arff	25	10	5	Just_POIs_FALSE	22	0.0915092241709397	V9: (-0.09,18] -  
